--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 1413b34 · 2026-07-24 17:22:14 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"portuguese"
"hints_23_description"		"Ao aumentar o nível do seu herói, você não apenas conclui missões, mas também desbloqueia novas frases na roda de chat do herói."
"hints_24_description"		"Vote nos seus heróis favoritos com suas Moedas. Quando o valor necessário for alcançado, nossa equipe começará o desenvolvimento e o herói entrará no World of Dota."
"hints_25_description"		"Ao atingir 300 de classificação, os modos rating300 e ratingduo300 são desbloqueados. Nesses modos, há banimento de heróis durante a fase de escolha e você recebe mais moedas e classificação pelas partidas."
"hints_26_description"		"Existem 5 mapas principais em World of Dota:\n Rating e Rating300 são os modos principais para jogadores solo.\n RatingDuo e RatingDuo300 são os modos principais para jogar com amigos.\n Arena é um modo PvE para 1–3 jogadores."

"tp_effect_1"				"Frescor Glacial"
"tp_effect_2"				"Areias da Eternidade"
"tp_effect_3"				"Prisma"
"tp_effect_4"				"Raio Quântico"
"tp_effect_5"				"Ouro do Campeão"
"tp_effect_6"				"Impulso do Caos"
"tp_effect_7"				"Coração da Natureza"
"tp_effect_8"				"Fenda Tecnológica"
"tp_effect_9"				"Fronteira Carmesim"
"tp_effect_10"				"Vórtice de Obsidiana"
"tp_effect_11"				"Festivo"
"tp_effect_12"				"Espelhos Gelados"

"tp_effect_1_description"	"Efeito de teleporte para o herói."
"tp_effect_2_description"	"Efeito de teleporte para o herói."
"tp_effect_3_description"	"Efeito de teleporte para o herói."
"tp_effect_4_description"	"Efeito de teleporte para o herói."
"tp_effect_5_description"	"Efeito de teleporte para o herói."
"tp_effect_6_description"	"Efeito de teleporte para o herói."
"tp_effect_7_description"	"Efeito de teleporte para o herói."
"tp_effect_8_description"	"Efeito de teleporte para o herói."
"tp_effect_9_description"	"Efeito de teleporte para o herói."
"tp_effect_10_description"	"Efeito de teleporte para o herói."
"tp_effect_11_description"	"Efeito de teleporte para o herói."
"tp_effect_12_description"	"Efeito de teleporte para o herói."


		"emblem_1"					"Halloween Amarelo"
		"emblem_2"					"Halloween Verde"
		"emblem_3"					"Halloween Laranja"
		"emblem_4"					"Halloween Violeta"
		"emblem_5"					"Aghanim atemporal"
		"emblem_6"					"Esfera de Lava"
		"emblem_7"					"Natureza Eterna"
		"emblem_8"					"Ouro Preto"
		"emblem_9"					"Lótus da Lua Cheia"
		"emblem_10"					"Cristais Verdes"
		"emblem_11"					"Oceano azul"
		"emblem_12"					"Cura Dourada"
		"emblem_13"					"Laço vermelho"
		"emblem_14"					"Estilo Água"
		"emblem_15"					"Cristais Vermelhos"
		"emblem_16"					"Marca Verde"
		"emblem_17"					"Universo"
		"emblem_18"					"Amor Roxo"
		"emblem_19"					"Mago Azul"
		"emblem_20"					"Tempestade no Deserto"
		"emblem_21"					"Aura dos Mortos"
		"emblem_22"					"Órbita"
		"emblem_23"					"Chama de Sangue"
		"emblem_24"					"Asas de Luz"
		"emblem_25"					"Música clássica"
		"emblem_26"					"Música Néon"
		"emblem_27"					"Névoa de Gelo"
		"emblem_28"					"Efeito Borboleta"
		"emblem_29"					"Chama"
		"emblem_30"					"Matador de Anjos"

		"emblem_37"					"Chapéu de Palhaço"
		"emblem_33"					"Fantasma"
		"emblem_35"					"Brilho Roxo"
		"emblem_36"					"Brilho Verde"
		"emblem_32"					"Grama Natural"
		"emblem_38"					"Sailor Lua"
		"emblem_31"					"Criador de Brilho"
		"emblem_34"					"Parasitas"

		"emblem_39"					"Faísca Rosa"
		"emblem_40"					"Fantasma Arcano"
		"emblem_41"					"Chapéu de Ano Novo"
		"emblem_42"					"Porco Dourado"
		"emblem_43"					"Sapo de Gelo"

		"emblem_44"					"Asas Fantasma"
		"emblem_45"					"Escudos"
		"emblem_46"					"Marca da Escuridão"
		"emblem_47"					"Marca de Luz"
		"emblem_48"					"Pedras do bebê Roshan"

		"emblem_49"					"Espadas"
		"emblem_50"					"Mestre de cerimónias"

		"emblem_51"					"Campeão Azul"
		"emblem_52"					"Campeão Vermelho"
		"emblem_53"					"Cabeça de abóbora"
		"emblem_54"					"Cabeça de pequenino"

		"emblem_55"					"Brilho de faísca"

		"emblem_56"					"Barreira de Brasa"
		"emblem_57"					"Mjollnir Universal"
		"emblem_58"					"Barreira de Nevoeiro"
		"emblem_59"					"Círculos de Relâmpagos"
		"emblem_60"					"Agilidade Mjollnir"
		"emblem_61"					"Intelecto Mjollnir"
		"emblem_62"					"Força Mjollnir"
		"emblem_63"					"Coroa"
		"emblem_64"					"Cobras Voadoras"
		"emblem_65"					"Pequeno Ouro"
		"emblem_66"					"Barreira de Lótus"
		"emblem_67"					"Marca do Atirador"
		"emblem_68"					"Escamas de Cobra"
		"emblem_69"					"Eco"
		"emblem_70"					"Brilho Dourado"
		"emblem_71"					"Arma Tóxica"
		"emblem_72"					"Tornado Negro"
		"emblem_73"					"Gotas de Tempo"
		"emblem_74"					"Minhocas"
		"emblem_75"					"Arma poderosa"
		"emblem_76"					"Veneno Forte"
		"emblem_77"					"Águas Mortas"
		"emblem_78"					"Mestre da Agilidade"
		"emblem_79"					"Mestre Universal"
		"emblem_80"					"Mestre do Intelecto"
		"emblem_81"					"Mestre da Força"
		"emblem_82"					"Mestre do Poder Superior"
		"emblem_83"					"Pés malcheirosos"
		"emblem_84"					"Selo de Ouro"
		"emblem_85"					"Correntes Sombrias"
		"emblem_86"					"Pássaros de desenho animado"
		"emblem_87"					"Bolha de Fantasia"
		"emblem_88"					"Cabeça d'Água"
		"emblem_89"					"Cabeça de Boneco de Neve"
		"emblem_90"					"Cabeça de Pensamentos Dourados"
		"emblem_91"					"Anjo da Guarda"

		"emblem_93"					"Arma Rosa"
		"emblem_94"					"Arma do Mago"
		"emblem_95"					"Arma Amarela"
		"emblem_96"					"Campeão Verde"
		"emblem_97"					"Campeão Roxo"
		"emblem_98"					"Campeão Preto"
		"emblem_99"					"Campeão Laranja"
		"emblem_100" 				"Chapéu Azul"

		"emblem_101"				"Asas de Morcego de Fogo"
		"emblem_102"				"Asas de Morcego Azuis"
		"emblem_103"				"Brilho da Espectra"
		"emblem_104"				"Brilho Fantasma"
		"emblem_105"				"Io da Selva Antiga"
		"emblem_106"				"Portão dos Aparições"
		"emblem_107"				"Salpico do Morphling"
		"emblem_108"				"Cabeça do Oráculo"
		"emblem_109"				"Cabeça Rosa do Portal"
		"emblem_110"				"Cabeça do Espaço Infinito"
		"emblem_111"				"Branco de Halloween"

		"emblem_112"				"Explosão de Radiância"
		"emblem_113"				"Aghanim 2025"

"emblem_114"				"Estrela Polar"
"emblem_115"				"Campeão da Menta"
"emblem_116"				"Aroma da Riqueza"
"emblem_117"				"Aroma do Fedor"
"emblem_118"				"Cabeça Carmesim"
"emblem_119"				"Cabeça de Caveira"
"emblem_120"				"Marca do Cultista"
"emblem_121"				"Relâmpago do Deserto"

"emblem_130"				"Asas de Aviana"
"emblem_131"				"Asas Fúcsia"
"emblem_132"				"Círculo Branco"
"emblem_133"				"Círculo Vermelho"
"emblem_134"				"Círculo Laranja"
"emblem_135"				"Círculo Lima"
"emblem_136"				"Círculo Verde"
"emblem_137"				"Círculo Céu"
"emblem_138"				"Círculo Azul"
"emblem_139"				"Círculo Roxo"
"emblem_140"				"Estado Sombrio"

"emblem_130_description"		"Efeito único para o herói."
"emblem_131_description"		"Efeito único para o herói."
"emblem_132_description"		"Efeito único para o herói."
"emblem_133_description"		"Efeito único para o herói."
"emblem_134_description"		"Efeito único para o herói."
"emblem_135_description"		"Efeito único para o herói."
"emblem_136_description"		"Efeito único para o herói."
"emblem_137_description"		"Efeito único para o herói."
"emblem_138_description"		"Efeito único para o herói."
"emblem_139_description"		"Efeito único para o herói."
"emblem_140_description"		"Efeito único para o herói."

		"emblem_114_description"	"Efeito único para o herói."
		"emblem_115_description"	"Efeito único para o herói."
		"emblem_116_description"	"Efeito único para o herói."
		"emblem_117_description"	"Efeito único para o herói."
		"emblem_118_description"	"Efeito único para o herói."
		"emblem_119_description"	"Efeito único para o herói."
		"emblem_120_description"	"Efeito único para o herói."
		"emblem_121_description"	"Efeito único para o herói."


		"emblem_1_description"		"Efeito único para o herói."
		"emblem_2_description"		"Efeito único para o herói."
		"emblem_3_description"		"Efeito único para o herói."
		"emblem_4_description"		"Efeito único para o herói."
		"emblem_5_description"		"Efeito único para o herói."
		"emblem_6_description"		"Efeito único para o herói."
		"emblem_7_description"		"Efeito único para o herói."
		"emblem_8_description"		"Efeito único para o herói."
		"emblem_9_description"		"Efeito único para o herói."
		"emblem_10_description"		"Efeito único para o herói."
		"emblem_11_description"		"Efeito único para o herói."
		"emblem_12_description"		"Efeito único para o herói."
		"emblem_13_description"		"Efeito único para o herói."
		"emblem_14_description"		"Efeito único para o herói."
		"emblem_15_description"		"Efeito único para o herói."
		"emblem_16_description"		"Efeito único para o herói."
		"emblem_17_description"		"Efeito único para o herói."
		"emblem_18_description"		"Efeito único para o herói."
		"emblem_19_description"		"Efeito único para o herói."
		"emblem_20_description"		"Efeito único para o herói."
		"emblem_21_description"		"Efeito único para o herói."
		"emblem_22_description"		"Efeito único para o herói."
		"emblem_23_description"		"Efeito único para o herói."
		"emblem_24_description"		"Efeito único para o herói."
		"emblem_25_description"		"Efeito único para o herói."
		"emblem_26_description"		"Efeito único para o herói."
		"emblem_27_description"		"Efeito único para o herói."
		"emblem_28_description"		"Efeito único para o herói."
		"emblem_29_description"		"Efeito único para o herói."
		"emblem_30_description"		"Efeito único para o herói."

		"emblem_37_description"		"Efeito único para o herói."
		"emblem_33_description"		"Efeito único para o herói."
		"emblem_35_description"		"Efeito único para o herói."
		"emblem_36_description"		"Efeito único para o herói."
		"emblem_32_description"		"Efeito único para o herói."
		"emblem_38_description"		"Efeito único para o herói."
		"emblem_31_description"		"Efeito único para o herói."
		"emblem_34_description"		"Efeito único para o herói."

		"emblem_39_description"		"Efeito único para o herói."
		"emblem_40_description"		"Efeito único para o herói."
		"emblem_41_description"		"Efeito único para o herói."
		"emblem_42_description"		"Efeito único para o herói."
		"emblem_43_description"		"Efeito único para o herói."

		"emblem_44_description"		"Efeito único para o herói."
		"emblem_45_description"		"Efeito único para o herói."
		"emblem_46_description"		"Efeito único para o herói."
		"emblem_47_description"		"Efeito único para o herói."
		"emblem_48_description"		"Efeito único para o herói."
		"emblem_49_description"		"Efeito único para o herói."
		"emblem_50_description"		"Efeito único para o herói."

		"emblem_51_description"		"Efeito único para o herói."
		"emblem_52_description"		"Efeito único para o herói."
		"emblem_53_description"		"Efeito único para o herói."
		"emblem_54_description"		"Efeito único para o herói."
		"emblem_55_description"		"Efeito único para o herói."


		"emblem_56_description"		"Efeito único para o herói."
		"emblem_57_description"		"Efeito único para o herói."
		"emblem_58_description"		"Efeito único para o herói."
		"emblem_59_description"		"Efeito único para o herói."
		"emblem_60_description"		"Efeito único para o herói."
		"emblem_61_description"		"Efeito único para o herói."
		"emblem_62_description"		"Efeito único para o herói."
		"emblem_63_description"		"Efeito único para o herói."
		"emblem_64_description"		"Efeito único para o herói."
		"emblem_65_description"		"Efeito único para o herói."
		"emblem_66_description"		"Efeito único para o herói."
		"emblem_67_description"		"Efeito único para o herói."
		"emblem_68_description"		"Efeito único para o herói."
		"emblem_69_description"		"Efeito único para o herói."
		"emblem_70_description"		"Efeito único para o herói."
		"emblem_71_description"		"Efeito único para o herói."
		"emblem_72_description"		"Efeito único para o herói."
		"emblem_73_description"		"Efeito único para o herói."
		"emblem_74_description"		"Efeito único para o herói."
		"emblem_75_description"		"Efeito único para o herói."
		"emblem_76_description"		"Efeito único para o herói."
		"emblem_77_description"		"Efeito único para o herói."
		"emblem_78_description"		"Efeito único para o herói."
		"emblem_79_description"		"Efeito único para o herói."
		"emblem_80_description"		"Efeito único para o herói."
		"emblem_81_description"		"Efeito único para o herói."
		"emblem_82_description"		"Efeito único para o herói."
		"emblem_83_description"		"Efeito único para o herói."
		"emblem_84_description"		"Efeito único para o herói."
		"emblem_85_description"		"Efeito único para o herói."
		"emblem_86_description"		"Efeito único para o herói."
		"emblem_87_description"		"Efeito único para o herói."
		"emblem_88_description"		"Efeito único para o herói."
		"emblem_89_description"		"Efeito único para o herói."
		"emblem_90_description"		"Efeito único para o herói."
		"emblem_91_description"		"Efeito único para o herói."

		"emblem_93_description"		"Efeito único para o herói."
		"emblem_94_description"		"Efeito único para o herói."
		"emblem_95_description"		"Efeito único para o herói."
		"emblem_96_description"		"Efeito único para o herói."
		"emblem_97_description"		"Efeito único para o herói."
		"emblem_98_description"		"Efeito único para o herói."
		"emblem_99_description"		"Efeito único para o herói."
		"emblem_100_description"	"Efeito único para o herói."

		"emblem_101_description"	"Efeito único para o herói."
		"emblem_102_description"	"Efeito único para o herói."
		"emblem_103_description"	"Efeito único para o herói."
		"emblem_104_description"	"Efeito único para o herói."
		"emblem_105_description"	"Efeito único para o herói."
		"emblem_106_description"	"Efeito único para o herói."
		"emblem_107_description"	"Efeito único para o herói."
		"emblem_108_description"	"Efeito único para o herói."
		"emblem_109_description"	"Efeito único para o herói."
		"emblem_110_description"	"Efeito único para o herói."
		"emblem_111_description"	"Efeito único para o herói."

		"emblem_112_description"	"Efeito único para o herói."
		"emblem_113_description"	"Efeito único para o herói."
		
		"background_1"				"Campo 1"
		"background_2"				"Campo 2"
		"background_3"				"Campo 3"
		"background_4"				"Campo 4"
		"background_5"				"Fogo 1"
		"background_6"				"Fogo 2"
		"background_7"				"Fogo 3"
		"background_8"				"Fogo 4"
		"background_9"				"Floresta 1"
		"background_10"				"Floresta 2"
		"background_11"				"Floresta 3"
		"background_12"				"Floresta 4"
		"background_13"				"Gelo 1"
		"background_14"				"Gelo 2"
		"background_15"				"Gelo 3"
		"background_16"				"Gelo 4"
		"background_17"				"Selva 1"
		"background_18"				"Selva 2"
		"background_19"				"Selva 3"
		"background_36"				"Selva 4"
		"background_20"				"Outworld 1"
		"background_21"				"Outworld 2"
		"background_22"				"Outworld 3"
		"background_23"				"Outworld 4"
		"background_24"				"Rochoso 1"
		"background_25"				"Rochoso 2"
		"background_26"				"Rochoso 3"
		"background_27"				"Rochoso 4"
		"background_28"				"Céu 1"
		"background_29"				"Céu 2"
		"background_30"				"Céu 3"
		"background_31"				"Céu 4"
		"background_32"				"Água 1"
		"background_33"				"Água 2"
		"background_34"				"Água 3"
		"background_35"				"Água 4"
				
		"background_37"				"Gelo 6"
		"background_38"				"Gelo 7"
		"background_39"				"Gelo 8"
		"background_40"				"Natureza 1"
		"background_41"				"Natureza 2"
		"background_42"				"Natureza 3"
		"background_43"				"Natureza 4"
		"background_44"				"Deserto 1"
		"background_45"				"Deserto 2"
		"background_46"				"Deserto 3"
		"background_47"				"Deserto 4"
		"background_48"				"Inferno 1"
		"background_49"				"Inferno 2"
		"background_50"				"Inferno 3"
		"background_51"				"Inferno 4"
		"background_52"				"Fantasia 1"
		"background_53"				"Fantasia 2"
		"background_54"				"Fantasia 3"
		"background_55"				"Fantasia 4"
		"background_56"				"Gelo 5"
		"background_57"				"Água 5"
		"background_58"				"Água 6"
		"background_59"				"Água 7"
		"background_60"				"Água 8"
		"background_61"				"Ouro 1"
		"background_62"				"Ouro 2"
		"background_63"				"Ouro 3"
		"background_64"				"Ouro 4"
		"background_65"				"Noite 1"
		
		"background_66"			"Noite Espacial"
		"background_67"			"Salão dos Falcões"
		"background_68"			"Tabuleiro da Aurora"
		"background_69"			"Morto por Dentro"
		"background_70"			"Computador Vermelho"
		"background_71"			"Xadrez Nigma"
		"background_72"			"Mapa de Dota"
		"background_73"			"Iluminados e Temidos"
		"background_74"			"Nêmesis 322"
		"background_75"			"Praia Ensoralada"
		"background_76"			"Céu Estrelado"
		"background_77"			"Dota Espacial"
		"background_78"			"Falcões Espaciais"
		"background_79"			"Visão Espacial"

"background_80"			"Vila 1"
"background_81"			"Batalha Infernal"
"background_82"			"Salão da Fama 3"
"background_83"			"Vila 2"
"background_84"			"Queda da Coroa"
"background_85"			"Greevil 1"
"background_86"			"Porquinho"
"background_87"			"Vila 3"
