--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build b9dc48c · 2026-08-02 17:42:46 UTC
  ~ auto-generated — do not edit
]]


﻿Tokens,Schinese,English,Russian
bless_10046e_desc_short,生命值 <font color='#83d18a'>+{sm}</font>，攻击速度 <font color='#83d18a'>-{gsI}%</font>。,"HP <font color='#83d18a'>+{sm}</font>, AS <font color='#83d18a'>-{gsI}%</font>.","HP <font color='#83d18a'>+{sm}</font>, АС <font color='#83d18a'>-{gsI}%</font>."
bless_10046f_desc_short,生命值 <font color='#83d18a'>+{sm}</font>，技能范围 <font color='#83d18a'>-{jnfwI}%</font>。,"HP <font color='#83d18a'>+{sm}</font>, AOE <font color='#83d18a'>-{jnfwI}%</font>.","HP <font color='#83d18a'>+{sm}</font>, Радиус <font color='#83d18a'>-{jnfwI}%</font>."
bless_10047_desc_short,技能增强 <font color='#83d18a'>+{jnzq}%</font>。,+<font color='#83d18a'>{jnzq}%</font> Spell Amp.,+<font color='#83d18a'>{jnzq}%</font> к силе заклинаний.
bless_10047a_desc_short,技能增强 <font color='#83d18a'>+{jnzq}%</font>，施法距离 <font color='#83d18a'>-{sfjl}</font> 。,"Spell Amp <font color='#83d18a'>+{jnzq}%</font>, Cast Range <font color='#83d18a'>-{sfjl}</font>.","Усил. закл. <font color='#83d18a'>+{jnzq}%</font>, Дальн. прим. <font color='#83d18a'>-{sfjl}</font>."
bless_10048_desc_short,基础攻击力 <font color='#83d18a'>+{gjbI}%</font>。,+<font color='#83d18a'>{gjbI}%</font> Base Damage.,+<font color='#83d18a'>{gjbI}%</font> к базовому урону.
bless_10048a_desc_short,基础攻击力 <font color='#83d18a'>+{gjbI}%</font>，技能增强 <font color='#83d18a'>-{jnzq}%</font> 。,"Base DMG <font color='#83d18a'>+{gjbI}%</font>, Spell Amp <font color='#83d18a'>-{jnzq}%</font>.","Баз. урон <font color='#83d18a'>+{gjbI}%</font>, Усил. закл. <font color='#83d18a'>-{jnzq}%</font>."
bless_10049_desc_short,攻击速度 <font color='#83d18a'>+{gsI}%</font>，吸血 <font color='#83d18a'>+{xx}%</font>。,"+<font color='#83d18a'>{gsI}%</font> Attack Speed, +<font color='#83d18a'>{xx}%</font> Lifesteal.","+<font color='#83d18a'>{gsI}%</font> к скор. атаки, +<font color='#83d18a'>{xx}%</font> к вампиризму."
bless_10049a_desc_short,攻击速度 <font color='#83d18a'>+{gsI}%</font>，吸血 <font color='#83d18a'>+{xx}%</font>，护甲 <font color='#83d18a'>-{hj}</font> 。,"AS <font color='#83d18a'>+{gsI}%</font>, Lifesteal <font color='#83d18a'>+{xx}%</font>, Armor <font color='#83d18a'>-{hj}</font>.","АС <font color='#83d18a'>+{gsI}%</font>, Вампир. <font color='#83d18a'>+{xx}%</font>, Броня <font color='#83d18a'>-{hj}</font>."
bless_10050_desc_short,攻击距离 <font color='#83d18a'>+{gjjl}</font>。,+<font color='#83d18a'>{gjjl}</font> Attack Range (Ranged only).,+<font color='#83d18a'>{gjjl}</font> к дальности атаки (дальний бой).
bless_10050a_desc_short,攻击距离 <font color='#83d18a'>+{gjjl}</font>，基础攻击力 <font color='#83d18a'>-{gjI}%</font> 。,ttack Range <font color='#83d18a'>+{gjjl}</font>，Base Attack Damage <font color='#83d18a'>-{gjI}%</font>,Дальность атаки <font color='#83d18a'>+{gjjl}</font>，Базовый урон <font color='#83d18a'>-{gjI}%</font>
bless_10051_desc_short,攻击距离 <font color='#83d18a'>+{gjjl}</font>。,+<font color='#83d18a'>{gjjl}</font> Attack Range (Melee only).,+<font color='#83d18a'>{gjjl}</font> к дальности атаки (ближний бой).
bless_10051a_desc_short,攻击距离 <font color='#83d18a'>+{gjjl}</font>，技能范围 <font color='#83d18a'>-{jnfwI}%</font> 。,"Atk Range <font color='#83d18a'>+{gjjl}</font>, AOE <font color='#83d18a'>-{jnfwI}%</font>.","Дальн. атаки <font color='#83d18a'>+{gjjl}</font>, Радиус <font color='#83d18a'>-{jnfwI}%</font>."
bless_10052_desc_short,冷却时间减少 <font color='#83d18a'>+{lq}%</font>。,<font color='#83d18a'>{lq}%</font> Cooldown Reduction.,<font color='#83d18a'>{lq}%</font> перезарядки способностей.
bless_10052a_desc_short,冷却时间减少 <font color='#83d18a'>+{lq}%</font>，伤害输出 <font color='#83d18a'>-{shI}%</font> 。,"CDR <font color='#83d18a'>+{lq}%</font>, Damage <font color='#83d18a'>-{shI}%</font>.","КД <font color='#83d18a'>+{lq}%</font>, Урон <font color='#83d18a'>-{shI}%</font>."
bless_10052b_desc_short,冷却时间减少 <font color='#83d18a'>+{lq}%</font>，承受伤害 <font color='#83d18a'>+{csshI}%</font> 。,"CDR <font color='#83d18a'>+{lq}%</font>, DMG Taken <font color='#83d18a'>+{csshI}%</font>.","КД <font color='#83d18a'>+{lq}%</font>, Получ. урон <font color='#83d18a'>+{csshI}%</font>."
bless_10053_desc_short,每<font color='#83d18a'>{cd}</font> 秒，获得 <font color='#83d18a'>{hp_pct}%×最大生命值</font> 护盾 ，受冷却缩减影响。,"Gain <font color='#83d18a'>{hp_pct}%</font> Max HP shield (CD: <font color='#83d18a'>{cd}</font>s, scales with CDR).","Щит в <font color='#83d18a'>{hp_pct}%</font> макс. здоровья (КД: <font color='#83d18a'>{cd}</font> сек., зависит от перезарядки)."
bless_10054_desc_short,复活后获得 <font color='#83d18a'>{hp_pct}%×生命值</font> 护盾。护盾存在时伤害输出 <font color='#83d18a'>+{dmg}%</font>。,Gain <font color='#83d18a'>50%</font> HP shield after respawn. +<font color='#83d18a'>{dmg}%</font> Damage Output while shield holds.,"После возрождения даёт щит в <font color='#83d18a'>50%</font> здоровья. Пока щит цел, урон +<font color='#83d18a'>{dmg}%</font>."
bless_10055_desc_short,<font color='#83d18a'>{check_time}</font> 秒未受伤后，获得 <font color='#83d18a'>{hp_pct}%×最大生命值</font> 生命值护盾 <font color='#8e8e8e'>（CD：<font color='#83d18a'>{interval}</font> 秒）</font> 。,Gain <font color='#83d18a'>{hp_pct}%</font> HP shield after <font color='#83d18a'>{check_time}</font>s without taking damage (limit {interval_active_time} times per <font color='#83d18a'>{interval}</font>s).,"Если не получать урон <font color='#83d18a'>{check_time}</font> сек., даёт щит в <font color='#83d18a'>{hp_pct}%</font> здоровья (до {interval_active_time} раз в <font color='#83d18a'>{interval}</font> сек.)."
bless_10056_desc_short,复活时获得 <font color='#83d18a'>{hp_pct}%×生命值</font>护盾，每拥有 <font color='#83d18a'>1</font> 技能增强，护盾增加 <font color='#83d18a'>{bonus_pct_per_amp}%×生命值</font>。,Gain <font color='#83d18a'>{hp_pct}%</font> HP shield upon respawn. Shield increases by <font color='#83d18a'>1%</font> for every <font color='#83d18a'>{bonus_pct_per_amp}%</font> Spell Amp.,При возрождении даёт щит в <font color='#83d18a'>{hp_pct}%</font> здоровья. Щит растёт на <font color='#83d18a'>1%</font> за каждые <font color='#83d18a'>{bonus_pct_per_amp}%</font> силы закл.
bless_10057_desc_short,牺牲 <font color='#83d18a'>{lose_pct}%</font> 基础力量，获得 <font color='#83d18a'>{rate}</font> 倍数值的智力。,Sacrifice <font color='#83d18a'>{lose_pct}%</font> Base Strength to gain <font color='#83d18a'>{rate}</font>x that amount as Intelligence.,"Пожертвуйте <font color='#83d18a'>{lose_pct}%</font> баз. силы, чтобы получить в <font color='#83d18a'>{rate}</font> раз больше интеллекта."
bless_10058_desc_short,牺牲 <font color='#83d18a'>{lose_pct}%</font> 基础力量，获得 <font color='#83d18a'>{rate}</font> 倍数值的敏捷。,Sacrifice <font color='#83d18a'>{lose_pct}%</font> Base Strength to gain <font color='#83d18a'>{rate}</font>x that amount as Agility.,"Пожертвуйте <font color='#83d18a'>{lose_pct}%</font> баз. силы, чтобы получить в <font color='#83d18a'>{rate}</font> раз больше ловкости."
bless_10059_desc_short,牺牲 <font color='#83d18a'>{lose_pct}%</font> 基础智力，获得 <font color='#83d18a'>{rate}</font> 倍数值的敏捷。,Sacrifice <font color='#83d18a'>{lose_pct}%</font> Base Intelligence to gain <font color='#83d18a'>{rate}</font>x that amount as Agility.,"Пожертвуйте <font color='#83d18a'>{lose_pct}%</font> баз. интеллекта, чтобы получить в <font color='#83d18a'>{rate}</font> раз больше ловкости."
bless_10060_desc_short,牺牲 <font color='#83d18a'>{lose_pct}%</font> 基础智力，获得 <font color='#83d18a'>{rate}</font> 倍数值的力量。,Sacrifice <font color='#83d18a'>{lose_pct}%</font> Base Intelligence to gain <font color='#83d18a'>{rate}</font>x that amount as Strength.,"Пожертвуйте <font color='#83d18a'>{lose_pct}%</font> баз. интеллекта, чтобы получить в <font color='#83d18a'>{rate}</font> раз больше силы."
bless_10061_desc_short,牺牲 <font color='#83d18a'>{lose_pct}%</font> 基础敏捷，获得 <font color='#83d18a'>{rate}</font> 倍数值的智力。,Sacrifice <font color='#83d18a'>{lose_pct}%</font> Base Agility to gain <font color='#83d18a'>{rate}</font>x that amount as Intelligence.,"Пожертвуйте <font color='#83d18a'>{lose_pct}%</font> баз. ловкости, чтобы получить в <font color='#83d18a'>{rate}</font> раз больше интеллекта."
bless_10062_desc_short,牺牲 <font color='#83d18a'>{lose_pct}%</font> 基础敏捷，获得 <font color='#83d18a'>{rate}</font> 倍数值的力量。,Sacrifice <font color='#83d18a'>{lose_pct}%</font> Base Agility to gain <font color='#83d18a'>{rate}</font>x that amount as Strength.,"Пожертвуйте <font color='#83d18a'>{lose_pct}%</font> баз. ловкости, чтобы получить в <font color='#83d18a'>{rate}</font> раз больше силы."
bless_10063_desc_short,每升1级，永久获得 <font color='#83d18a'>{amp}%</font> 技能增强。,Gain <font color='#83d18a'>{amp}%</font> permanent Spell Amp per level.,Даёт +<font color='#83d18a'>{amp}%</font> к силе закл. за каждый уровень.
bless_10064_desc_short,每升1级，永久获得 <font color='#83d18a'>{atkp}%</font> 基础攻击力加成。,Gain <font color='#83d18a'>{atkp}%</font> permanent Base Damage per level.,Даёт +<font color='#83d18a'>{atkp}%</font> к баз. урону за каждый уровень.
bless_10065_desc_short,每 <font color='#83d18a'>{interval}</font> 秒，眩晕周围 <font color='#83d18a'>{radius}</font> 码敌人 <font color='#83d18a'>{stun}</font> 秒。,Stuns nearby enemies for <font color='#83d18a'>{stun}</font>s every <font color='#83d18a'>{interval}</font>s within <font color='#83d18a'>{radius}</font> range.,Оглушает врагов в радиусе <font color='#83d18a'>{radius}</font. на <font color='#83d18a'>{stun}</font> сек. каждые <font color='#83d18a'>{interval}</font> сек.
bless_10066_desc_short,硬控敌方英雄后，基础攻击力和技能增强 <font color='#83d18a'>+{pct}%</font> （最多 <font color='#83d18a'>{max}</font> 层）。,"After CCing an enemy, gain <font color='#83d18a'>{pct}%</font> Base Damage and Spell Amp for <font color='#83d18a'>{duration}</font>s(Max <font color='#83d18a'>{max}</font> stacks).",После контроля врага даёт +<font color='#83d18a'>{pct}%</font> к баз. урону и силе закл. на <font color='#83d18a'>{duration}</font> сек(Макс. <font color='#83d18a'>{max}</font> стаков).
bless_10067_desc_short,生命低于 <font color='#83d18a'>{trigger_pct}%</font> 时，获得 <font color='#83d18a'>{hp_pct}%</font> 生命值护盾与 <font color='#83d18a'>{msp}%</font> 移速。,"When HP falls below <font color='#83d18a'>{trigger_pct}%</font>, gain <font color='#83d18a'>{hp_pct}%</font> HP shield and <font color='#83d18a'>{msp}</font> Move Speed (CD: <font color='#83d18a'>{interval}</font>s).",При здоровье ниже <font color='#83d18a'>{trigger_pct}%</font> даёт щит в <font color='#83d18a'>{hp_pct}%</font> здоровья и +<font color='#83d18a'>{msp}</font> к скор. передв. (КД: <font color='#83d18a'>{interval}</font> сек.).
bless_10068_desc_short,伤害输出 <font color='#83d18a'>-{shI}%</font> 。阵亡 <font color='#83d18a'>{times}</font> 次后移除该福佑，获得福佑 <font color='#ff910a'>【铁血复仇】</font> 。,Damage Output <font color='#83d18a'>-{shI}%</font>. Removed after dying <font color='#83d18a'>{times}</font> times to gain <font color='#ff910a'>[Blood Revenge]</font> .,"Урон <font color='#83d18a'>-{shI}%</font>. Исчезнет после <font color='#83d18a'>{times}</font> смертей, дав благословение <font color='#ff910a'>«Кровавая месть»</font> ."
bless_10069_desc_short,生命值 <font color='#83d18a'>+{smI}%</font> ，魔抗 <font color='#83d18a'>+{mk}%</font> ，护甲 <font color='#83d18a'>+{hj}</font> 。,"Size +<font color='#83d18a'>{mxI}%</font>. Gain <font color='#83d18a'>{smI}%</font> Health, <font color='#83d18a'>{mk}%</font> Magic Res, and <font color='#83d18a'>{hj}</font> Armor.","Размер +<font color='#83d18a'>{mxI}%</font>. +<font color='#83d18a'>{smI}%</font> здоровья, <font color='#83d18a'>{mk}%</font> сопр. магии и <font color='#83d18a'>{hj}</font> брони."
bless_10069a_desc_short,生命值 <font color='#83d18a'>+{smI}%</font> ，魔抗 <font color='#83d18a'>+{mk}%</font> ，护甲 <font color='#83d18a'>+{hj}</font> ，攻击速度 <font color='#83d18a'>-{gsI}%</font> ，移动速度 <font color='#83d18a'>-{ysI}%</font> 。,"Size <font color='#83d18a'>{mxI}%</font>, HP <font color='#83d18a'>+{smI}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, Armor <font color='#83d18a'>+{hj}</font>, AS <font color='#83d18a'>-{gsI}%</font>, MS <font color='#83d18a'>-{ysI}%</font>.","Размер <font color='#83d18a'>{mxI}%</font>, HP <font color='#83d18a'>+{smI}%</font>, Сопр. магии <font color='#83d18a'>+{mk}%</font>, Броня <font color='#83d18a'>+{hj}</font>, АС <font color='#83d18a'>-{gsI}%</font>, МС <font color='#83d18a'>-{ysI}%</font>."
bless_10070_desc_short,获取时，删除所有其他福佑，每删除一个福佑，重新获得一个随机橙色福佑。,"Upon pickup, Removes all other Blessings, Grants a random Orange Blessing for each removed.",При получении удаляет другие благословения. Даёт случайное оранжевое благословение за каждое удалённое.
bless_10071_desc_short,参与击杀后重置基础技能冷却，对生命值低于 <font color='#83d18a'>{hp_pct}%</font> 的敌人额外造成 <font color='#83d18a'>{dmg_pct}%</font> 伤害。,Deals <font color='#83d18a'>{dmg_pct}%</font> bonus damage to enemies below <font color='#83d18a'>{hp_pct}%</font> HP. Kills/Assists refresh base skill cooldowns.,Наносит +<font color='#83d18a'>{dmg_pct}%</font> урона врагам с менее <font color='#83d18a'>{hp_pct}%</font> здоровья. Участие в убийстве сбрасывает КД баз. способностей.
bless_10072_desc_short,阵亡时对附近 <font color='#83d18a'>{radius}</font> 码半径的敌方英雄造成 <font color='#83d18a'>{hp_pct}%×目标最大生命值</font> 真实伤害。,"On death, deals Pure Damage equal to <font color='#83d18a'>{hp_pct}%</font> Max HP to nearby heroes in <font color='#83d18a'>{radius}</font> range.",При смерти наносит героям в радиусе <font color='#83d18a'>{radius}</font> чистый урон в <font color='#83d18a'>{hp_pct}%</font> их макс. здоровья.
