--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 16fdfbc · 2026-08-07 21:47:55 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"Schinese"
	"Tokens"
	{
		//schinese/ability.vdf
		"DOTA_Tooltip_ability_ursa_talent"		"怒意狂击"
		"DOTA_Tooltip_ability_drow_ranger_ult_description"		"%duration%秒射出%wave%波具有额外%damage%%效果的霜冻之箭。"
		"DOTA_Tooltip_ability_abaddon_talent"		"迷雾缠绕"
		"DOTA_Tooltip_ability_abaddon_talent_description"		"每%interval%秒对自身造成%damage_pct%%当前生命值的{KeyWord:HpLoss}伤害，并每%tick%秒{KeyWord:Regen}%regen_pct%%迷雾缠绕伤害并获得%shield_count%层{KeyWord:Shield}，持续%duration%秒"
		"DOTA_Tooltip_ability_abaddon_ult"		"回光返照"
		"DOTA_Tooltip_ability_abaddon_ult_description"		"获得%shield_count%层{KeyWord:Shield}。%duration%秒后造成%damage_pct%%期间护盾累计抵挡伤害的魔法伤害，{KeyWord:Regen}期间%regen_pct%%获得护盾的生命值。"
		"DOTA_Tooltip_ability_muerta_talent"		"神枪在手"
		"DOTA_Tooltip_ability_muerta_talent_description"		"攻击有%chance%%概率额外造成【%base_damage%+%damage%%攻击力】的物理伤害。额外伤害不会再次触发神枪在手。"
		"DOTA_Tooltip_ability_muerta_ult"		"越界"
		"DOTA_Tooltip_ability_muerta_ult_description"		"提升%attackspeed%点攻击速度，攻击转为魔法伤害并享受大招效果加成，持续%duration%秒。"
		"DOTA_Tooltip_ability_monkey_king_talent"		"轻击"
		"DOTA_Tooltip_ability_monkey_king_talent_description"		"每造成%count%次伤害使下次攻击额外造成【%damage%+英雄等级*%level_damage%】的{KeyWord:HpLoss}伤害并获得%hair_count%层猴毛，最多%hair_max%层。<br>棍势：每层猴毛+%physical_damage_bonus%固定物理伤害"
		"DOTA_Tooltip_ability_monkey_king_ult"		"重击"
		"DOTA_Tooltip_ability_monkey_king_ult_description"		"造成【%damage%+猴毛*%hair_damage%】的物理伤害，眩晕%stun_duration%秒。<br><br>拥有<font color='#fd971f'>金箍棒</font>时，重击视为普攻"
		"DOTA_Tooltip_ability_earthshaker_talent"		"余震"
		"DOTA_Tooltip_ability_earthshaker_talent_description"		"释放强化图腾、沟壑、回音击时，触发余震造成%damage%点{KeyWord:HpLoss}伤害，每次触发余震下次余震增加%bonus_damage%点{KeyWord:HpLoss}伤害<br>暴击时获得%crit_mana%点{Info:Buff_CustomMana}，物理伤害未暴击时获得%normal_mana%点{Info:Buff_CustomMana}"
		"DOTA_Tooltip_ability_earthshaker_ult"		"回音击"
		"DOTA_Tooltip_ability_earthshaker_ult_description"		"对敌人造成%damage%点魔法伤害<br><br>{Info:Buff_CustomMana}达到%threshold1%时释放【强化图腾】，造成%bonus_attack%点物理伤害<br>{Info:Buff_CustomMana}达到%threshold2%时释放【沟壑】，造成%fissure_damage%点魔法伤害并{Info:Buff_Stun}敌人%stun%秒"
		"DOTA_Tooltip_ability_earthshaker_ult_ui1"		"强化图腾"
		"DOTA_Tooltip_ability_earthshaker_ult_ui2"		"沟壑"
		"DOTA_Tooltip_ability_lion_talent"		"法力吸取"
		"DOTA_Tooltip_ability_lion_talent_description"		"%duration%秒内每%interval%秒造成【死亡之心*%buff_damage%】的魔法伤害并获得%mana_steal%点魔法值，间隔%cooldown%秒。"
		"DOTA_Tooltip_ability_lion_ult"		"死亡之指"
		"DOTA_Tooltip_ability_lion_ult_description"		"对敌方造成【%damage%+死亡之心*%stack_damage%】点{KeyWord:Chaos}伤害。死亡一指释放后%duration%秒内敌方死亡则获得%stack_add%层死亡之心。"
		"DOTA_Tooltip_ability_shredder_talent"		"活体护甲"
		"DOTA_Tooltip_ability_shredder_talent_description"		"每次受到伤害获得%stack_add%层活体护甲，最高%stack_max%层。<br><br>每%interval%秒{KeyWord:Regen}【活体护甲层数*%regen_factor%】点，并获得【活体护甲层数*%chaos_factor%】层{KeyWord:ChaosPoint}"
		"DOTA_Tooltip_ability_shredder_ult"		"锯齿飞轮"
		"DOTA_Tooltip_ability_shredder_ult_description"		"扔出一个锯刃，每%interval%秒造成%damage%点{KeyWord:Chaos}伤害并获得%chaos_count%层{KeyWord:ChaosPoint}，持续%duration%秒"
		"DOTA_Tooltip_ability_doom_bringer_talent"		"吞噬"
		"DOTA_Tooltip_ability_doom_bringer_talent_description"		"每%round%个回合，战斗开始时随机复制%devour_count%张敌方普通技能卡，<br><br><font color='#ff3029'>若敌人没有符合条件的技能时不会进入冷却</font><br><br>恶魔的交易：末日使者会在黑市首次刷新时，随机吞噬1项奖励并使该栏位的奖励重新刷新"
		"DOTA_Tooltip_ability_doom_bringer_ult"		"末日"
		"DOTA_Tooltip_ability_doom_bringer_ult_description"		"施加末日的诅咒，持续%duration%秒，每秒造成%damage%点{KeyWord:Chaos}伤害并获得%chaos_count%层{KeyWord:ChaosPoint}，期间敌方增益效果减少%reduce_pct%%"
		"DOTA_Tooltip_ability_ringmaster_talent"		"暗黑狂欢主持"
		"DOTA_Tooltip_ability_ringmaster_talent_description"		"每回合获得%round_count%个纪念品，每%threshold%个纪念品开启一个额外效果。默认解锁<font color='#6a87ff'>强力水</font><br><br><font color='#6a87ff'>强力水</font>：<br>每个纪念品增加%water_health%点最大生命值。<br><br><font color='#e8acff'>整蛊垫</font>：<br>开局施加【纪念品个数*%seat_poison%】层{KeyWord:Poison}<br><br><font color='#e4e6b2'>奇观轮</font>：<br>每%ring_tick2%秒施加【纪念品*%ring_poison%】层{KeyWord:Poison}。每%ring_tick%秒施加%ring_count%次<font color='#e8acff'>整蛊垫</font>效果"
		"DOTA_Tooltip_ability_ringmaster_ult"		"驯兽术"
		"DOTA_Tooltip_ability_ringmaster_ult_description"		"%delay%秒后造成%damage%点魔法伤害并施加%poison_count%层{KeyWord:Poison}"
		"DOTA_Tooltip_ability_ringmaster_talent_cushion"		"整蛊垫"
		"DOTA_Tooltip_ability_ringmaster_talent_wheel"		"奇观轮"
		"DOTA_Tooltip_ability_zombie_guitarist_talent"		"暴走音符"
		"DOTA_Tooltip_ability_zombie_guitarist_talent_description"		"造成伤害时有%chance%%概率弹奏1个随机音符<br><br><font color='#ff0000'>音符红</font><br>每%r_tick%秒施加%r_buff%层当局流派负面效果，持续%r_duration%秒；期间额外提升%r_damage_pct%%不可叠加的全伤害增强<br><font color='#ffb953'>音符橙</font><br>使下次音符持续时间提升%o_bonus%秒<br><font color='#f7ef89'>音符黄</font><br>增加%y_bonus%点攻速，持续%y_duration%秒<br><font color='#56ff4e'>音符绿</font><br>每%g_tick%秒{KeyWord:Regen}%g_regen%生命值，持续%g_duration%秒<br><font color='#57c0ff'>音符蓝</font><br>提升%b_ult_pct%%{KeyWord:Ulti}，持续%b_duration%；弹奏后回复%b_mana%点魔法值<br><font color='#dc60ff'>音符紫</font><br>每%p_tick%秒获得%p_buff%层当局流派增益效果，持续%p_duration%秒；期间额外提升%p_pct%%不可叠加的减伤"
		"DOTA_Tooltip_ability_zombie_guitarist_ult"		"孤独摇滚"
		"DOTA_Tooltip_ability_zombie_guitarist_ult_description"		"造成%damage%点魔法伤害并立刻弹奏%count%个随机音符。若已弹奏所有类型的音符，则触发暴走：在%duration%秒内，弹奏所有类型的音符，期间不再进行音符记录并在结束时重置记录。"
		"DOTA_Tooltip_ability_axe_talent"		"反击螺旋"
		"DOTA_Tooltip_ability_axe_talent_description"		"每受到%count%次物理伤害后触发一次反击螺旋，对敌人造成【%damage%+护盾层数*%damage_pct%%】点物理伤害。"
		"DOTA_Tooltip_ability_axe_ult"		"狂战士之吼"
		"DOTA_Tooltip_ability_axe_ult_description"		"获得%shield_base%层{KeyWord:Shield}。<br><font color='#bc856e'>吼声震天</font>：若释放时敌方当前生命值低于%threshold%%，额外造成【%base_damage%+%health_damage%%*敌方已损失生命值】的纯粹伤害"
		"DOTA_Tooltip_ability_kez_talent"		"影武长刀"
		"DOTA_Tooltip_ability_kez_talent_description"		"+%attack_pct%%攻击力<br><br>长刀状态下攻击与猛禽之舞可以对敌人持续造成流血伤害。每%tick%秒造成原伤害%damage_pct%%的物理伤害，持续%duration%秒。可叠加"
		"DOTA_Tooltip_ability_kez_ult"		"猛禽之舞"
		"DOTA_Tooltip_ability_kez_ult_description"		"对敌人造成%count%次%damage%点纯粹伤害，并且{KeyWord:Regen}等量生命值。<br><br>释放后，流派变换获得<font color='#eed1a1'>强化效果</font>"
		"DOTA_Tooltip_ability_kez_talent_s"		"翔影之钗"
		"DOTA_Tooltip_ability_kez_talent_s_description"		"+%attack_speed%攻击速度<br><br>造成物理伤害时，有%chance%%的概率对敌人施加标记。攻击被标记的敌人，必定触发暴击。"
		"DOTA_Tooltip_ability_kez_ult_s"		"天隼冲击"
		"DOTA_Tooltip_ability_kez_ult_s_description"		"施加翔影之钗标记，并在%duration%秒内，攻击速度提高%attack_speed%。<br><br>释放后，流派变换获得<font color='#eed1a1'>强化效果</font>"
		"DOTA_Tooltip_ability_kez_interact"		"流派变换"
		"DOTA_Tooltip_ability_kez_interact_description"		"一共有长刀和双钗两个流派。在准备阶段可以选择战斗首发流派。战斗中攻击%count%次后切换流派。施法大招后，切换流派时可获得<font color='#eed1a1'>强化效果</font><br><br><font color='#eed1a1'>强化效果</font><br><font color='#f2ae56'>长刀</font>：切换至双钗时，引爆影武长刀流血效果，瞬间结算伤害，并附带一次普攻<br><font color='#4788ff'>双钗</font>：切换至长刀时，附带%attack%次%heal_pct%%{Info:Buff_Lifesteal}的普攻，并给敌人施加标记"
		"DOTA_Tooltip_ability_witch_doctor_talent"		"巫毒疗法"
		"DOTA_Tooltip_ability_witch_doctor_talent_description"		"每%interval%秒回复%health_regen%生命值,造成%talent_magic_damage%点魔法伤害"
		"DOTA_Tooltip_ability_witch_doctor_ult"		"巫蛊咒术"
		"DOTA_Tooltip_ability_witch_doctor_ult_description"		"每%interval%秒造成%magic_damage%点魔法伤害，持续两秒。期间造成魔法伤害的%change_scar%%转化为{Info:modifier_scar_custom}效果。"
		"DOTA_Tooltip_ability_witch_doctor_interact"		"双生祷言"
		"DOTA_Tooltip_ability_witch_doctor_interact_description"		"巫毒疗法可以在回复或魔法伤害任选其一，<font color='rgb(252, 92, 0)'>需要拥有魔晶</font>。"
		"DOTA_Tooltip_ability_witch_doctor_deadwisp"		"死亡守卫"
		"DOTA_Tooltip_ability_demon_master_talent"		"炎波血刃"
		"DOTA_Tooltip_ability_demon_master_talent_description"		"封印自身的能力，用纯粹的武学与敌人较量招式高低。每场对战的胜利方+%physical_pct%%物理伤害增强<br>每造成%count%次{KeyWord:Chaos}伤害获得%buff%层血印，使下次攻击额外造成【%damage%*血印层数】的物理伤害。获得%threshold%层血印后{Info:Buff_UnblockDemon}"
		"DOTA_Tooltip_ability_demon_master_ult"		"心波"
		"DOTA_Tooltip_ability_demon_master_ult_description"		"释放%count%次心波，每个心波造成%damage%点{KeyWord:Chaos}伤害"
		"DOTA_Tooltip_ability_demon_master_extra"		"烈焰燃雷"
		"DOTA_Tooltip_ability_demon_master_extra_description"		"造成【%damage%*血印层数】点{KeyWord:Chaos}伤害"
		"DOTA_Tooltip_ability_troll_warlord_talent"		"战斗姿态(冰)"
		"DOTA_Tooltip_ability_troll_warlord_talent_description"		"每次攻击有%chance%%概率施加%ice%层{KeyWord:Ice}并造成【%base_damage%+%buff_damage%%当前寒霜层数】的魔法伤害"
		"DOTA_Tooltip_ability_troll_warlord_ult"		"旋风飞斧(远程)"
		"DOTA_Tooltip_ability_troll_warlord_ult_description"		"造成%damage%点魔法伤害，施加自身【%base_buff%+%buff_pct%%怒火层数】的{KeyWord:Ice}"
		"DOTA_Tooltip_ability_troll_warlord_talent_s"		"战斗姿态(火)"
		"DOTA_Tooltip_ability_troll_warlord_talent_s_description"		"每次攻击有%chance%%概率获得%fury%层{KeyWord:Fury}并造成【%base_damage%+%buff_damage%%当前怒火层数】的物理伤害"
		"DOTA_Tooltip_ability_troll_warlord_ult_s"		"旋风飞斧(近战)"
		"DOTA_Tooltip_ability_troll_warlord_ult_s_description"		"造成%damage%点魔法伤害，获得敌方【%base_buff%+%buff_pct%%寒霜层数】的{KeyWord:Fury}"
		"DOTA_Tooltip_ability_troll_warlord_interact"		"热血战魂"
		"DOTA_Tooltip_ability_troll_warlord_interact_description"		"每次攻击+%attackspeed%攻速，叠加至%max%层时，持续%duration%秒后清空层数。<br><br>准备阶段可以切换巨魔战将的形态"
		"DOTA_Tooltip_ability_alchemist_talent"		"地精的贪婪"
		"DOTA_Tooltip_ability_alchemist_talent_description"		"胜利时获得%count%枚地精币，失败后根据扣除血量转化为地精币"
		"DOTA_Tooltip_ability_alchemist_ult"		"化学狂暴"
		"DOTA_Tooltip_ability_alchemist_ult_description"		"化学狂暴期间获得【%coin_factor%*地精币】的生命上限，+%attackspeed%攻速，每秒{KeyWord:Regen}%regen%点生命值，持续%duration%秒"
		"DOTA_Tooltip_ability_alchemist_interact"		"地精宝藏"
		"DOTA_Tooltip_ability_alchemist_interact_description"		"每%round%回合战斗结束时，地精宝藏生效1次<br>地精宝藏效果如下：<br><font color='grey'>未开启状态</font>额外获得%count%枚地精币<br><font color='gold'>开启状态</font>将地精币炼化为宝藏，奖励叠加计算<br><br>%threshold1%枚以上：每枚地精币转化为%effect1%枚金币<br>大于%threshold2%枚：获得%effect2%个随机普通技能<br>大于%threshold3%枚：获得%effect3%个随机稀有技能<br>大于%threshold4%枚：获得%effect4%个随机稀有技能<br>大于%threshold5%枚：获得%effect5%个随机传奇技能<br>大于%threshold6%枚：获得%effect6%个随机传奇技能并提升%effect6_ssr%%商店传说概率"
		"DOTA_Tooltip_ability_clinkz_talent"		"灼热之箭"
		"DOTA_Tooltip_ability_clinkz_talent_description"		"克林克兹每次攻击会获得%fury_count%层{KeyWord:Fury}并使攻击额外造成【%damage%+%damage_pct%%自身当前怒火层数】点物理伤害<br><br>克林克兹的{KeyWord:Wisp}会继承%ult_pct%%炽烈火雨和%passive_pct%%灼热之箭的效果"
		"DOTA_Tooltip_ability_clinkz_ult"		"炽烈火雨"
		"DOTA_Tooltip_ability_clinkz_ult_description"		"在%duration%秒内，持续射出%count%波灼热的箭矢，每波箭矢获得%fury_count%层{KeyWord:Fury}并且造成【%damage%+%damage_pct%%当前怒火层数】点物理伤害"
		"DOTA_Tooltip_ability_leshrac_talent"		"恶魔敕令"
		"DOTA_Tooltip_ability_leshrac_talent_description"		"每%interval%秒对敌人造成【%damage%+%damage_factor%*大招流派经验值】点魔法伤害"
		"DOTA_Tooltip_ability_leshrac_ult"		"闪电风暴"
		"DOTA_Tooltip_ability_leshrac_ult_description"		"释放%count%道闪电，每道对敌方造成%damage%点魔法伤害，大招流每升一级多释放%level_count%道闪电"
		"DOTA_Tooltip_ability_leshrac_talent_s"		"脉冲新星"
		"DOTA_Tooltip_ability_leshrac_talent_s_description"		"每%interval%秒对敌方造成【%damage%+%damage_pct%*生命流经验值】点魔法伤害"
		"DOTA_Tooltip_ability_leshrac_ult_s"		"撕裂大地"
		"DOTA_Tooltip_ability_leshrac_ult_s_description"		"造成%damage%点魔法伤害和%stun_duration%秒眩晕，生命流派每升一级+%level_duration%秒眩晕时间"
		"DOTA_Tooltip_ability_leshrac_interact"		"双生主义"
		"DOTA_Tooltip_ability_leshrac_interact_description"		"在准备阶段可以切换<font color='#66eecc'>虚无形态</font>/<font color='#f5555c'>毁灭形态</font><br><br><font color='#66eecc'>虚无形态</font>下获得%void_buff%%大招增强<br><font color='#f5555c'>毁灭形态</font>下获得%ruination_buff%%最大生命值，但-%ruination_debuff%%大招增强"
		"DOTA_Tooltip_ability_grimstroke_talent"		"绝笔"
		"DOTA_Tooltip_ability_grimstroke_talent_description"		"每%interval%秒释放%count%次绝笔，造成【%base_damage%+%evade_damage%*间隔期间{KeyWord:Evade}次数】点魔法伤害"
		"DOTA_Tooltip_ability_grimstroke_ult"		"墨涌"
		"DOTA_Tooltip_ability_grimstroke_ult_description"		"对敌人释放墨涌，每%interval%秒造成%tick_damage%点魔法伤害持续%duration%秒，结束后造成【%evade_damage%*墨涌期间{KeyWord:Evade}次数】点魔法伤害"
		"DOTA_Tooltip_ability_mars_talent"		"神之谴戒"
		"DOTA_Tooltip_ability_mars_talent_description"		"每获得%count%次{KeyWord:Shield}释放神之谴戒，造成【%damage% + 护盾流派经验*%shield_damage%】点物理伤害。<br><br><font color='#f6bb3e'>英魂</font>:每次获得{KeyWord:Shield}时获得%custom_mana%{Info:Buff_CustomMana}，战神领域期间不再获得{Info:Buff_CustomMana}"
		"DOTA_Tooltip_ability_mars_ult"		"战神领域"
		"DOTA_Tooltip_ability_mars_ult_description"		"开启战神领域，获得%shield%点{KeyWord:PermanentShield}，每%tick%秒造成%damage%点物理伤害，持续%duration%秒。每次获得{KeyWord:Shield}有%chance%%概率释放战神迅矛，造成%lance_damage%点物理伤害和%stun%秒{Info:Buff_Stun}"
		"DOTA_Tooltip_ability_mars_ult_ui"		"战神迅矛"
		"DOTA_Tooltip_ability_tiny_talent"		"长大"
		"DOTA_Tooltip_ability_tiny_talent_description"		"每%level%级获得%physical_reduce%%物理伤害减免，%attack_damage%点攻击力和%state_resistance%%状态抗性，但会降低%attackspeed_reduce%攻速，最多%max_stack%层"
		"DOTA_Tooltip_ability_tiny_ult"		"扔树"
		"DOTA_Tooltip_ability_tiny_ult_description"		"扔出一颗树木，造成【%damage%+%health_damage%%自身最大生命值】的物理伤害"
		"DOTA_Tooltip_ability_undying_talent"		"腐朽"
		"DOTA_Tooltip_ability_undying_talent_description"		"每损失%threshold%%生命值，获得%mana%点{Info:Buff_CustomMana}，{KeyWord:Regen}%heal%生命值，并偷取敌方%steal_pct%%的最大生命值，持续%duration%秒。"
		"DOTA_Tooltip_ability_undying_ult"		"墓碑"
		"DOTA_Tooltip_ability_undying_ult_description"		"转入地下变成墓碑状态，持续%duration%秒。在此期间免疫伤害，结束时对敌人造成【%damage%+自身已损失生命值*%bonus_pct%%】的纯粹伤害，并{KeyWord:Regen}%heal_pct%%伤害量的生命值"
		"DOTA_Tooltip_ability_phantom_lancer_talent"		"并列"
