--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,SChineseBaseline,English,EnglishReviewStatus,Russian,RussianReviewStatus,Vietnamese,VietnameseReviewStatus,ReviewIssue,ReviewBatch,Note
DOTA_Tooltip_ability_item_0182_attack_speed,+攻击速度,+Attack Speed,approved,+Скорость атаки,approved,+Tốc độ tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0183_bonus_all_stats,+全属性,+All Stats Bonus,approved,+Все атрибуты,approved,+Tất cả chỉ số,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0184_bonus_attack_damage,+攻击力,+Attack Damage,approved,+Урон от атаки,approved,+Sát thương tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0184_physical_damage_add_pct,%+物理伤害加成,%+Physical Damage Bonus,approved,%+Бонус к физическому урону,approved,%+Sát thương vật lý cộng thêm,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0185_bonus_mana,+额外魔法值,+Bonus Mana,approved,+Дополнительная мана,approved,+Mana cộng thêm,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0185_mana_regen,+魔法恢复,+Mana Regen,approved,+Восстановление маны,approved,+Hồi mana,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0186_bonus_strength,+力量,+Strength Bonus,approved,+Сила,approved,+Sức mạnh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0187_bonus_agility,+敏捷,+Agility Bonus,approved,+Ловкость,approved,+Nhanh nhẹn,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0187_physical_damage_add_pct,%+物理伤害加成,%+Physical Damage Bonus,approved,%+Бонус к физическому урону,approved,%+Sát thương vật lý cộng thêm,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0188_bonus_attack_damage,+攻击力,+Attack Damage,approved,+Урон от атаки,approved,+Sát thương tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0189_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Trí tuệ,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0189_base_magic_resistance,+魔法抗性,+Magic Resistance,approved,+Сопротивление магии,approved,+Kháng phép,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0190_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Thông minh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0190_bonus_health,+生命值,+Health,approved,+Здоровье,approved,+Máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0191_bonus_all_stats,+全属性,+All Stats Bonus,approved,+Все атрибуты,approved,+Tất cả thuộc tính,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0192_bonus_health,+生命值,+Health,approved,+Здоровье,approved,+Máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0192_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Thông minh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0192_bonus_mana,+额外魔法值,+Bonus Mana,approved,+Дополнительная мана,approved,+Mana tối đa,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0193_bonus_all_stats,+全属性,+All Stats Bonus,approved,+Все атрибуты,approved,+Tất cả thuộc tính,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0194_bonus_mana,+额外魔法值,+Bonus Mana,approved,+Дополнительная мана,approved,+Mana tối đa,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0194_health_regen,+生命恢复,+Health Regen,approved,+Восстановление здоровья,approved,+Hồi máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0194_bonus_cast_range,+额外施法距离,+bonus cast range,approved,+Дополнительная дальность заклинаний,approved,+Tầm thi triển,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0195_base_movespeed,+基础移动速度,+Base Move Speed,approved,+Базовая скорость передвижения,approved,+Tốc độ di chuyển cơ bản,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0195_mana_regen,+魔法恢复,+Mana Regen,approved,+Восстановление маны,approved,+Hồi mana,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0195_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Thông minh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0196_attack_speed,+攻击速度,+Attack Speed,approved,+Скорость атаки,approved,+Tốc độ tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0196_bonus_attack_damage,+攻击力,+Attack Damage,approved,+Урон от атаки,approved,+Sát thương tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0196_mana_regen,+魔法恢复,+Mana Regen,approved,+Восстановление маны,approved,+Hồi mana,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0196_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Thông minh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0197_bonus_health,+生命值,+Health,approved,+Здоровье,approved,+Máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0197_bonus_mana,+额外魔法值,+Bonus Mana,approved,+Дополнительная мана,approved,+Mana tối đa,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0197_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Trí tuệ,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0198_bonus_health,+生命值,+Health,approved,+Здоровье,approved,+Máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0198_base_magic_resistance,+魔法抗性,+Magic Resistance,approved,+Сопротивление магии,approved,+Kháng phép,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0199_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Trí tuệ,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0199_attack_speed,+攻击速度,+Attack Speed,approved,+Скорость атаки,approved,+Tốc độ đánh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0199_mana_regen,+魔法恢复,+Mana Regen,approved,+Восстановление маны,approved,+Hồi mana,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0199_base_mana,+基础魔法值,+Base Mana,approved,+Базовая мана,approved,+Mana cơ bản,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0200_bonus_mana,+额外魔法值,+Bonus Mana,approved,+Дополнительная мана,approved,+Mana cộng thêm,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0200_mana_regen,+魔法恢复,+Mana Regen,approved,+Восстановление маны,approved,+Hồi mana,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0201_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Trí tuệ,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0201_bonus_health,+生命值,+Health,approved,+Здоровье,approved,+Máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0201_bonus_mana,+额外魔法值,+Bonus Mana,approved,+Дополнительная мана,approved,+Mana cộng thêm,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0201_health_regen,+生命恢复,+Health Regen,approved,+Восстановление здоровья,approved,+Hồi máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0202_bonus_strength,+力量,+Strength Bonus,approved,+Сила,approved,+Sức mạnh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0202_bonus_health,+生命值,+Health,approved,+Здоровье,approved,+Máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0203_base_movespeed,+基础移动速度,+Base Move Speed,approved,+Базовая скорость передвижения,approved,+Tốc độ di chuyển cơ bản,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0203_attack_speed,+攻击速度,+Attack Speed,approved,+Скорость атаки,approved,+Tốc độ đánh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0204_bonus_all_stats,+全属性,+All Stats Bonus,approved,+Все атрибуты,approved,+Tất cả chỉ số,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0204_bonus_health,+生命值,+Health,approved,+Здоровье,approved,+Máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0204_bonus_mana,+额外魔法值,+Bonus Mana,approved,+Дополнительная мана,approved,+Mana cộng thêm,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0204_spell_amplify_pct,%+技能伤害,%+Spell Amplify,approved,%+Урон способностей,approved,%+ Sát thương kỹ năng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0205_evasion_pct,%+闪避,%+Evasion,approved,%+Уклонение,approved,%+ Né tránh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0205_base_movespeed,+基础移动速度,+Base Move Speed,approved,+Базовая скорость передвижения,approved,+ Tốc độ di chuyển cơ bản,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0206_bonus_attack_damage,+攻击力,+Attack Damage,approved,+Урон от атаки,approved,+ Sát thương tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0206_attack_speed,+攻击速度,+Attack Speed,approved,+Скорость атаки,approved,+ Tốc độ tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0206_physical_damage_add_pct,%+物理伤害加成,%+Physical Damage Bonus,approved,%+Бонус к физическому урону,approved,%+ Tăng sát thương vật lý,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0207_bonus_attack_damage,+攻击力,+Attack Damage,approved,+Урон от атаки,approved,+ Sát thương tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0207_physical_damage_add_pct,%+物理伤害加成,%+Physical Damage Bonus,approved,%+Бонус к физическому урону,approved,%+ Tăng sát thương vật lý,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0207_health_regen,+生命恢复,+Health Regen,approved,+Восстановление здоровья,approved,+ Hồi máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0207_mana_regen,+魔法恢复,+Mana Regen,approved,+Восстановление маны,approved,+ Hồi mana,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0208_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+ Thông minh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0208_spell_amplify_pct,%+技能伤害,%+Spell Amplify,approved,%+Урон способностей,approved,%+ Sát thương kỹ năng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0209_bonus_attack_damage,+攻击力,+Attack Damage,approved,+Урон от атаки,approved,+ Sát thương tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0209_attack_speed,+攻击速度,+Attack Speed,approved,+Скорость атаки,approved,+ Tốc độ tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0209_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+ Thông minh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0209_mana_regen,+魔法恢复,+Mana Regen,approved,+Восстановление маны,approved,+ Hồi mana,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0210_bonus_attack_damage,+攻击力,+Attack Damage,approved,+Урон от атаки,approved,+ Sát thương tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0210_bonus_strength,+力量,+Strength Bonus,approved,+Сила,approved,+ Sức mạnh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0210_crit_chance_pct,%+暴击,%+Crit Chance,approved,%+Шанс крита,approved,%+ Chí mạng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0210_crit_damage_pct,%+暴击伤害,%+Crit Damage,approved,%+Критический урон,approved,%+ Sát thương chí mạng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0211_bonus_attack_damage,+攻击力,+Attack Damage,approved,+Урон от атаки,approved,+Sát thương tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0211_attack_speed,+攻击速度,+Attack Speed,approved,+Скорость атаки,approved,+Tốc độ tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0211_base_movespeed,+基础移动速度,+Base Move Speed,approved,+Базовая скорость передвижения,approved,+Tốc độ di chuyển cơ bản,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0211_evasion_pct,%+闪避,%+Evasion,approved,%+Уклонение,approved,%+Tỷ lệ né tránh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0212_bonus_attack_damage,+攻击力,+Attack Damage,approved,+Урон от атаки,approved,+Sát thương tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0212_spell_lifesteal_pct,%+技能吸血,%+Spell Lifesteal,approved,%+Вампиризм от заклинаний,approved,%+Hút máu kỹ năng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0212_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Thông minh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0212_mana_regen,+魔法恢复,+Mana Regen,approved,+Восстановление маны,approved,+Hồi mana,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0213_bonus_health,+生命值,+Health,approved,+Здоровье,approved,+Máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0213_base_magic_resistance,+魔法抗性,+Magic Resistance,approved,+Сопротивление магии,approved,+Kháng phép,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0214_bonus_intelligence,+智力,+Intelligence Bonus,approved,+Интеллект,approved,+Thông minh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0214_spell_amplify_pct,%+技能伤害,%+Spell Amplify,approved,%+Урон способностей,approved,%+Khuếch đại sát thương kỹ năng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0215_bonus_mana,+额外魔法值,+Bonus Mana,approved,+Дополнительная мана,approved,+Mana tối đa,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0215_mana_regen,+魔法恢复,+Mana Regen,approved,+Восстановление маны,approved,+Hồi mana,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0216_bonus_agility,+敏捷,+Agility Bonus,approved,+Ловкость,approved,+Nhanh nhẹn,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0216_attack_speed,+攻击速度,+Attack Speed,approved,+Скорость атаки,approved,+Tốc độ tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0217_bonus_strength,+力量,+Strength Bonus,approved,+Сила,approved,+Sức mạnh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0217_bonus_health,+生命值,+Health,approved,+Здоровье,approved,+Máu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0218_base_movespeed,+基础移动速度,+Base Move Speed,approved,+Базовая скорость передвижения,approved,+Tốc độ di chuyển cơ bản,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0218_attack_speed,+攻击速度,+Attack Speed,approved,+Скорость атаки,approved,+Tốc độ tấn công,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0219_crit_chance_pct,%+暴击,%+Crit Chance,approved,%+Шанс крита,approved,%+Tỉ lệ chí mạng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_0219_crit_damage_pct,%+暴击伤害,%+Crit Damage,approved,%+Критический урон,approved,%+Sát thương chí mạng,approved,,migration-2026-08,
